HouseholdID,Longitude,Latitude,N,order,cluster,latmean,lngmean
WN42,34.17347113,-0.430376815,7,1087,22,-0.430582904,34.17209345
WN44,34.17325799,-0.429762679,4,1088,22,-0.430582904,34.17209345
WQ40,34.17323138,-0.429590997,6,1089,22,-0.430582904,34.17209345
WQ39,34.17351216,-0.430067093,6,1090,22,-0.430582904,34.17209345
WN41,34.17458695,-0.430714217,8,1091,22,-0.430582904,34.17209345
WN78,34.1747593,-0.430229001,2,1092,22,-0.430582904,34.17209345
WN40,34.17517617,-0.430159359,5,1093,22,-0.430582904,34.17209345
WN39,34.17494452,-0.429917012,3,1094,22,-0.430582904,34.17209345
WQ19,34.17443571,-0.429567359,7,1095,22,-0.430582904,34.17209345
WN64,34.1744667,-0.429094758,5,1096,22,-0.430582904,34.17209345
WN51,34.17483203,-0.428157802,3,1097,22,-0.430582904,34.17209345
WQ18,34.17422395,-0.427982831,3,1098,22,-0.430582904,34.17209345
WN50,34.17428909,-0.428771495,8,1099,22,-0.430582904,34.17209345
WN79,34.17367568,-0.429309605,9,1100,22,-0.430582904,34.17209345
WN94,34.17339293,-0.429025033,10,1101,22,-0.430582904,34.17209345
WN46,34.17324768,-0.428344815,7,1102,22,-0.430582904,34.17209345
WN49,34.17322593,-0.427917092,7,1103,22,-0.430582904,34.17209345
WN47,34.17290627,-0.426812945,15,1104,22,-0.430582904,34.17209345
WN48,34.17384589,-0.427325581,3,1105,22,-0.430582904,34.17209345
WN98,34.17493032,-0.425949847,6,1106,22,-0.430582904,34.17209345
